FIRE,X11_Open_water,X31_Barren_land_rock_sand_clay,X41_Deciduous_forest,X42_Evergreen_forest,X43_Mixed_forest,X52_Shrub_scrub,X71_Grassland_herbaceous,X81_Pasture_hay,X82_Cultivated_crops,X90_Woody_wetlands,X95_Emergent_herbaceous_wetlands,X12_Perennial_ice_snow,pop_year,nb_feux_voisins_lag,av_temp_hi,av_temp_lo,av_temp_mean,av_precip,av_wind_speed,av_cloud_cover,av_humidity,county_size,nb_feux_lag,percentage_area_burned_prev_week,XX_Developed,.pred_NON_FEU,.pred_FEU
FEU,521.7885,10.539,0.8595,61.1073,584.8839,569.5074,979.8219,14.0004,162.5679,5.0202,84.9951,0,1535034,20,27.0409090909091,14.0454545454545,19.6090909090909,0.00454545454545455,25.9545454545455,28.6818181818182,62.945,212541,4,0.0025708451545819393,1308.6594,0.16647497911158965,0.8335250208884102
FEU,521.7885,10.539,0.8595,61.1073,584.8839,569.5074,979.8219,14.0004,162.5679,5.0202,84.9951,0,1535034,31,25.2590909090909,13.4727272727273,18.2545454545455,0.00454545454545455,26.4136363636364,35.2045454545455,67.325,212541,9,4.5849977180873337e-4,1308.6594,0.18192287081734695,0.8180771291826532
FEU,521.7885,10.539,0.8595,61.1073,584.8839,569.5074,979.8219,14.0004,162.5679,5.0202,84.9951,0,1535034,21,26.9,13.7045454545455,19.0318181818182,0,25.9227272727273,30.4727272727273,66.2772727272727,212541,3,5.1331272554471844e-5,1308.6594,0.16819200855439578,0.8318079914456041
FEU,521.7885,10.539,0.8595,61.1073,584.8839,569.5074,979.8219,14.0004,162.5679,5.0202,84.9951,0,1535034,23,26.8636363636364,13.5318181818182,18.7363636363636,0,25.5227272727273,29.0136363636364,67.1704545454545,212541,3,5.645969483534941e-6,1308.6594,0.17117358750176423,0.8288264124982357
FEU,521.7885,10.539,0.8595,61.1073,584.8839,569.5074,979.8219,14.0004,162.5679,5.0202,84.9951,0,1535034,21,26.6272727272727,13.4090909090909,18.5363636363636,0,25.6227272727273,29.5136363636364,67.2795454545455,212541,4,2.1642883020217276e-6,1308.6594,0.16365053477190034,0.8363494652280996
NON_FEU,521.7885,10.539,0.8595,61.1073,584.8839,569.5074,979.8219,14.0004,162.5679,5.0202,84.9951,0,1535034,21,27.5818181818182,13.7227272727273,19.1863636363636,0,24.5727272727273,26.2318181818182,64.9822727272727,212541,3,6.917253612244227e-4,1308.6594,0.2746272351415933,0.7253727648584064
FEU,521.7885,10.539,0.8595,61.1073,584.8839,569.5074,979.8219,14.0004,162.5679,5.0202,84.9951,0,1535034,18,28.3318181818182,13.7181818181818,19.6545454545455,0,23.6045454545455,20.9045454545455,62.5990909090909,212541,0,0,1308.6594,0.22417697254915955,0.7758230274508404
FEU,521.7885,10.539,0.8595,61.1073,584.8839,569.5074,979.8219,14.0004,162.5679,5.0202,84.9951,0,1535034,15,29.1409090909091,13.8454545454545,20.1454545454545,0,22.5954545454545,20.8136363636364,60.4059090909091,212541,4,2.2739142094936975e-4,1308.6594,0.20141272052258202,0.7985872794774175
FEU,521.7885,10.539,0.8595,61.1073,584.8839,569.5074,979.8219,14.0004,162.5679,5.0202,84.9951,0,1535034,21,28.2363636363636,13.4909090909091,19.5318181818182,0,22.1136363636364,16.75,62.5004545454545,212541,2,9.880446596186148e-6,1308.6594,0.3737336181762573,0.6262663818237426
FEU,521.7885,10.539,0.8595,61.1073,584.8839,569.5074,979.8219,14.0004,162.5679,5.0202,84.9951,0,1535034,14,29.4272727272727,14.0136363636364,20.5318181818182,0,21.8363636363636,14.7818181818182,58.1181818181818,212541,6,1.4938294258519532e-4,1308.6594,0.2017928792527408,0.798207120747259
FEU,521.7885,10.539,0.8595,61.1073,584.8839,569.5074,979.8219,14.0004,162.5679,5.0202,84.9951,0,1535034,19,28.4272727272727,14.4363636363636,20.4318181818182,0,21.5545454545455,16.7227272727273,59.7381818181818,212541,2,9.880446596186148e-6,1308.6594,0.2956578488801993,0.7043421511198006
FEU,521.7885,10.539,0.8595,61.1073,584.8839,569.5074,979.8219,14.0004,162.5679,5.0202,84.9951,0,1535034,10,26.6272727272727,13.3409090909091,19.1818181818182,1.16909090909091,20.7181818181818,24.4363636363636,61.7522727272727,212541,1,4.7049745696124514e-8,1308.6594,0.41938668372751553,0.5806133162724842
FEU,521.7885,10.539,0.8595,61.1073,584.8839,569.5074,979.8219,14.0004,162.5679,5.0202,84.9951,0,1535034,4,24.2227272727273,13.1909090909091,17.9545454545455,1.35772727272727,19.95,32.9227272727273,68.4181818181818,212541,1,4.7049745696124514e-7,1308.6594,0.505751509571961,0.4942484904280389
FEU,521.7885,10.539,0.8595,61.1073,584.8839,569.5074,979.8219,14.0004,162.5679,5.0202,84.9951,0,1535034,4,23.7772727272727,12.7636363636364,17.3227272727273,1.35909090909091,18.8818181818182,33.9090909090909,70.9559090909091,212541,1,4.7049745696124514e-8,1308.6594,0.5432113367351773,0.45678866326482265
FEU,521.7885,10.539,0.8595,61.1073,584.8839,569.5074,979.8219,14.0004,162.5679,5.0202,84.9951,0,1535034,5,24.9818181818182,11.7818181818182,17.3590909090909,0.192727272727273,17.7636363636364,20.4318181818182,65.1481818181818,212541,4,2.9217892077293325e-4,1308.6594,0.24890617227432205,0.7510938277256783
NON_FEU,521.7885,10.539,0.8595,61.1073,584.8839,569.5074,979.8219,14.0004,162.5679,5.0202,84.9951,0,1535034,8,23.4636363636364,10.2818181818182,16.0272727272727,0.535,19.2363636363636,18.5909090909091,59.8627272727273,212541,6,6.784573329381155e-5,1308.6594,0.2808327582487343,0.7191672417512661
FEU,521.7885,10.539,0.8595,61.1073,584.8839,569.5074,979.8219,14.0004,162.5679,5.0202,84.9951,0,1535034,3,20.7,7.65,13.6545454545455,0.609545454545455,18.7227272727273,19.0454545454545,60.6290909090909,212541,0,0,1308.6594,0.4911350098703039,0.5088649901296961
NON_FEU,521.7885,10.539,0.8595,61.1073,584.8839,569.5074,979.8219,14.0004,162.5679,5.0202,84.9951,0,1535034,3,18.3363636363636,6.70909090909091,12.2090909090909,0.800454545454545,18.1590909090909,30.5090909090909,66.4313636363636,212541,2,5.175472026573696e-7,1308.6594,0.5678531752838354,0.43214682471616456
FEU,521.7885,10.539,0.8595,61.1073,584.8839,569.5074,979.8219,14.0004,162.5679,5.0202,84.9951,0,1535034,2,16.05,6.11363636363636,10.7954545454545,0.882727272727273,16.9045454545455,42,75.6954545454545,212541,0,0,1308.6594,0.8716330253646918,0.12836697463530874
FEU,521.7885,10.539,0.8595,61.1073,584.8839,569.5074,979.8219,14.0004,162.5679,5.0202,84.9951,0,1535034,2,16.5,7.25909090909091,11.4727272727273,0.534090909090909,19.2545454545455,37.0863636363636,69.2690909090909,212541,5,2.3524872848062257e-7,1308.6594,0.6149596496719076,0.3850403503280925
FEU,521.7885,10.539,0.8595,61.1073,584.8839,569.5074,979.8219,14.0004,162.5679,5.0202,84.9951,0,1535034,12,15.6227272727273,5.45909090909091,9.96818181818182,0.494545454545455,18.9772727272727,23.7727272727273,62.7186363636364,212541,1,4.7049745696124514e-8,1308.6594,0.7209668873610051,0.2790331126389949
FEU,521.7885,10.539,0.8595,61.1073,584.8839,569.5074,979.8219,14.0004,162.5679,5.0202,84.9951,0,1535034,6,15.1045454545455,4.18636363636364,9.07272727272727,0.0704545454545455,18.6636363636364,17.7954545454545,61.8209090909091,212541,1,4.7049745696124514e-7,1308.6594,0.6519682539682539,0.3480317460317458
FEU,521.7885,10.539,0.8595,61.1073,584.8839,569.5074,979.8219,14.0004,162.5679,5.0202,84.9951,0,1535034,6,14.3136363636364,1.96363636363636,7.59545454545455,0.0577272727272727,16.3272727272727,15.2772727272727,58.8790909090909,212541,1,4.7049745696124514e-8,1308.6594,0.6359042857142857,0.3640957142857141
NON_FEU,521.7885,10.539,0.8595,61.1073,584.8839,569.5074,979.8219,14.0004,162.5679,5.0202,84.9951,0,1535034,6,14.3909090909091,2.24090909090909,7.69545454545455,0.0740909090909091,14.3818181818182,24.4818181818182,66.4686363636364,212541,5,1.834940082148856e-6,1308.6594,0.5172768044324647,0.48272319556753523
FEU,521.7885,10.539,0.8595,61.1073,584.8839,569.5074,979.8219,14.0004,162.5679,5.0202,84.9951,0,1560204,0,15.5863636363636,2.78181818181818,8.39090909090909,0.0163636363636364,13.8863636363636,16.7818181818182,66.2054545454545,212541,0,0,1308.6594,0.6928606733830083,0.3071393266169921
FEU,521.7885,10.539,0.8595,61.1073,584.8839,569.5074,979.8219,14.0004,162.5679,5.0202,84.9951,0,1560204,9,16.3045454545455,2.99090909090909,8.80909090909091,0.0163636363636364,14.5136363636364,14.5318181818182,65.5409090909091,212541,2,9.409949139224903e-7,1308.6594,0.5367045822102429,0.4632954177897573
NON_FEU,521.7885,10.539,0.8595,61.1073,584.8839,569.5074,979.8219,14.0004,162.5679,5.0202,84.9951,0,1560204,0,15.4136363636364,2.61363636363636,8.45,1.47909090909091,16.6590909090909,17.6045454545455,65.585,212541,1,4.7049745696124514e-7,1308.6594,0.7268743867243871,0.2731256132756133
FEU,521.7885,10.539,0.8595,61.1073,584.8839,569.5074,979.8219,14.0004,162.5679,5.0202,84.9951,0,1560204,0,15.1727272727273,3.51818181818182,8.94545454545455,1.93409090909091,18.9136363636364,28.9272727272727,65.0968181818182,212541,0,0,1308.6594,0.876621965014826,0.12337803498517405
NON_FEU,521.7885,10.539,0.8595,61.1073,584.8839,569.5074,979.8219,14.0004,162.5679,5.0202,84.9951,0,1560204,0,14.7181818181818,4.30909090909091,9.10454545454546,1.93409090909091,18.7272727272727,35.5590909090909,72.2959090909091,212541,1,9.409949139224903e-7,1308.6594,0.9252023909447022,0.07479760905529735
NON_FEU,521.7885,10.539,0.8595,61.1073,584.8839,569.5074,979.8219,14.0004,162.5679,5.0202,84.9951,0,1560204,1,16.0863636363636,6.27272727272727,10.7636363636364,1.32272727272727,19.3454545454545,39.3363636363636,74.0436363636364,212541,0,0,1308.6594,0.865223974315738,0.13477602568426203
NON_FEU,521.7885,10.539,0.8595,61.1073,584.8839,569.5074,979.8219,14.0004,162.5679,5.0202,84.9951,0,1560204,1,16.1136363636364,5.64090909090909,10.4272727272727,0.445454545454545,19.3681818181818,32.5818181818182,70.6218181818182,212541,0,0,1308.6594,0.9273690811950064,0.07263091880499371
NON_FEU,521.7885,10.539,0.8595,61.1073,584.8839,569.5074,979.8219,14.0004,162.5679,5.0202,84.9951,0,1560204,1,17.0318181818182,6.23636363636364,11.1136363636364,0.448636363636364,20.0409090909091,30.3363636363636,67.3095454545455,212541,0,0,1308.6594,0.9025353573970698,0.09746464260293049
FEU,521.7885,10.539,0.8595,61.1073,584.8839,569.5074,979.8219,14.0004,162.5679,5.0202,84.9951,0,1560204,1,15.9772727272727,5.63181818181818,10.4181818181818,0.649545454545455,21.6318181818182,32.8681818181818,65.1645454545455,212541,0,0,1308.6594,0.9105631469030946,0.08943685309690556
FEU,521.7885,10.539,0.8595,61.1073,584.8839,569.5074,979.8219,14.0004,162.5679,5.0202,84.9951,0,1560204,0,17.2681818181818,5.45909090909091,10.8363636363636,0.428181818181818,21.8772727272727,23.5,60.7709090909091,212541,1,4.704974569612452e-6,1308.6594,0.7236021645021645,0.2763978354978354
NON_FEU,521.7885,10.539,0.8595,61.1073,584.8839,569.5074,979.8219,14.0004,162.5679,5.0202,84.9951,0,1560204,3,15.9363636363636,6.06818181818182,10.7136363636364,1.92590909090909,23.0454545454545,41.8090909090909,65.3954545454545,212541,1,4.7049745696124514e-7,1308.6594,0.8586171366171366,0.14138286338286338
NON_FEU,521.7885,10.539,0.8595,61.1073,584.8839,569.5074,979.8219,14.0004,162.5679,5.0202,84.9951,0,1560204,0,16.3363636363636,6.54090909090909,11.15,1.84636363636364,23.0181818181818,46.4545454545455,65.4381818181818,212541,0,0,1308.6594,0.7793676067321694,0.22063239326783018
NON_FEU,521.7885,10.539,0.8595,61.1073,584.8839,569.5074,979.8219,14.0004,162.5679,5.0202,84.9951,0,1560204,0,15.2636363636364,7.79090909090909,11.4181818181818,3.69045454545455,23.9590909090909,64.0909090909091,72.1459090909091,212541,0,0,1308.6594,0.8299181142161247,0.1700818857838749
NON_FEU,521.7885,10.539,0.8595,61.1073,584.8839,569.5074,979.8219,14.0004,162.5679,5.0202,84.9951,0,1560204,0,15.6090909090909,6.55909090909091,10.9181818181818,2.26363636363636,23.8909090909091,43.2318181818182,67.6459090909091,212541,0,0,1308.6594,0.7870327792526686,0.21296722074733115
NON_FEU,521.7885,10.539,0.8595,61.1073,584.8839,569.5074,979.8219,14.0004,162.5679,5.0202,84.9951,0,1560204,0,16.1227272727273,7.08636363636364,11.3727272727273,4.49409090909091,23.6136363636364,44.1636363636364,68.9381818181818,212541,0,0,1308.6594,0.7620068109436176,0.23799318905638217
NON_FEU,521.7885,10.539,0.8595,61.1073,584.8839,569.5074,979.8219,14.0004,162.5679,5.0202,84.9951,0,1560204,2,18.6181818181818,7.8,12.85,2.67045454545455,23.3818181818182,31.6045454545455,67.855,212541,0,0,1308.6594,0.898045547149995,0.10195445285000532
NON_FEU,521.7885,10.539,0.8595,61.1073,584.8839,569.5074,979.8219,14.0004,162.5679,5.0202,84.9951,0,1560204,1,20.4272727272727,9.52272727272727,14.5318181818182,2.495,22.7409090909091,37.4181818181818,69.2622727272727,212541,0,0,1308.6594,0.8638860059874768,0.13611399401252344
NON_FEU,521.7885,10.539,0.8595,61.1073,584.8839,569.5074,979.8219,14.0004,162.5679,5.0202,84.9951,0,1560204,0,21.7545454545455,10.3318181818182,15.4318181818182,0.273636363636364,22.75,29.8045454545455,69.0036363636364,212541,0,0,1308.6594,0.5134082540281071,0.48659174597189303
NON_FEU,521.7885,10.539,0.8595,61.1073,584.8839,569.5074,979.8219,14.0004,162.5679,5.0202,84.9951,0,1560204,5,24.0181818181818,10.5045454545455,16.7909090909091,0.273636363636364,22.8090909090909,22.5772727272727,61.1118181818182,212541,0,0,1308.6594,0.25755723262664226,0.7424427673733579
NON_FEU,521.7885,10.539,0.8595,61.1073,584.8839,569.5074,979.8219,14.0004,162.5679,5.0202,84.9951,0,1560204,2,23.8636363636364,10.0727272727273,16.2909090909091,0.0422727272727273,23.8909090909091,18.1227272727273,60.0831818181818,212541,0,0,1308.6594,0.2522826165020261,0.7477173834979743
FEU,521.7885,10.539,0.8595,61.1073,584.8839,569.5074,979.8219,14.0004,162.5679,5.0202,84.9951,0,1560204,5,24.0227272727273,10.4,16.5772727272727,0,25.5409090909091,18.5227272727273,58.9863636363636,212541,0,0,1308.6594,0.22091080887495526,0.7790891911250452
NON_FEU,521.7885,10.539,0.8595,61.1073,584.8839,569.5074,979.8219,14.0004,162.5679,5.0202,84.9951,0,1560204,6,23.1727272727273,10.8863636363636,16.0636363636364,0,26.8363636363636,26.0681818181818,63.8845454545455,212541,1,4.7049745696124514e-7,1308.6594,0.16593428868085233,0.8340657113191482
FEU,521.7885,10.539,0.8595,61.1073,584.8839,569.5074,979.8219,14.0004,162.5679,5.0202,84.9951,0,1560204,5,22.9863636363636,10.6090909090909,16.1227272727273,0.106363636363636,27.3318181818182,22.65,63.0618181818182,212541,0,0,1308.6594,0.25369883196297843,0.7463011680370222
FEU,521.7885,10.539,0.8595,61.1073,584.8839,569.5074,979.8219,14.0004,162.5679,5.0202,84.9951,0,1560204,11,25.3818181818182,11.5227272727273,17.7863636363636,0.106363636363636,25.9227272727273,18.5090909090909,57.9981818181818,212541,6,1.750250539895832e-5,1308.6594,0.09391423696033807,0.9060857630396617
NON_FEU,521.7885,10.539,0.8595,61.1073,584.8839,569.5074,979.8219,14.0004,162.5679,5.0202,84.9951,0,1560204,6,25.8863636363636,12.0636363636364,18.3909090909091,0.106363636363636,26.2454545454545,16.1590909090909,56.3336363636364,212541,2,2.8700344874635955e-4,1308.6594,0.13609879029507685,0.8639012097049233
FEU,521.7885,10.539,0.8595,61.1073,584.8839,569.5074,979.8219,14.0004,162.5679,5.0202,84.9951,0,1560204,10,26.5772727272727,12.6909090909091,18.9863636363636,0,25.9863636363636,17.3318181818182,55.8077272727273,212541,0,0,1308.6594,0.19737250304205856,0.8026274969579418
FEU,521.7885,10.539,0.8595,61.1073,584.8839,569.5074,979.8219,14.0004,162.5679,5.0202,84.9951,0,1560204,11,26.0909090909091,12.9136363636364,18.65,0,26.6136363636364,23.6636363636364,59.9481818181818,212541,1,1.8819898278449807e-5,1308.6594,0.12625934512189863,0.8737406548781016
FEU,521.7885,10.539,0.8595,61.1073,584.8839,569.5074,979.8219,14.0004,162.5679,5.0202,84.9951,0,1560204,9,26.2954545454545,13.0045454545455,18.6181818181818,0,26.2227272727273,24.4,60.9636363636364,212541,1,4.704974569612452e-6,1308.6594,0.12668553559808904,0.8733144644019109
NON_FEU,521.7885,10.539,0.8595,61.1073,584.8839,569.5074,979.8219,14.0004,162.5679,5.0202,84.9951,0,1560204,3,27.3181818181818,13.6227272727273,19.2636363636364,0.00454545454545455,25.9772727272727,27.5363636363636,61.3231818181818,212541,1,3.2934821987287156e-5,1308.6594,0.20848662613899568,0.7915133738610046
NON_FEU,521.7885,10.539,0.8595,61.1073,584.8839,569.5074,979.8219,14.0004,162.5679,5.0202,84.9951,0,1560204,7,27.8272727272727,13.8818181818182,19.4727272727273,0.00454545454545455,26.1909090909091,24.4863636363636,60.6986363636364,212541,0,0,1308.6594,0.14317395667614372,0.8568260433238565
FEU,521.7885,10.539,0.8595,61.1073,584.8839,569.5074,979.8219,14.0004,162.5679,5.0202,84.9951,0,1560204,4,27.6409090909091,13.8954545454545,19.2863636363636,0.00454545454545455,25.7136363636364,25.1863636363636,62.67,212541,0,0,1308.6594,0.1783913531366437,0.8216086468633564
NON_FEU,521.7885,10.539,0.8595,61.1073,584.8839,569.5074,979.8219,14.0004,162.5679,5.0202,84.9951,0,1560204,2,29.5681818181818,14.1409090909091,20.3272727272727,0,24.4590909090909,17.1954545454545,58.7931818181818,212541,1,6.116466940496187e-5,1308.6594,0.20255009979114344,0.7974499002088566
FEU,521.7885,10.539,0.8595,61.1073,584.8839,569.5074,979.8219,14.0004,162.5679,5.0202,84.9951,0,1560204,16,30.0909090909091,14.4181818181818,20.7136363636364,0,23.4909090909091,15.95,57.3059090909091,212541,0,0,1308.6594,0.21203946210638605,0.7879605378936141
